,Id,Name,AdmArea,District,Address,HelpPhone,Latitude,Longitude,NameSummer,понедельник,вторник,среда,четверг,пятница,суббота,воскресенье,Type
154,155,Боксерский клуб «Ударник» СВАО,Северо-Восточный административный округ,Алексеевский район,"3-я Мытищинская улица, дом 16, строение 60",(495) 120-46-31,55.807017471,37.645712914,"зал спортивный №2, «Красный»",07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,sport_gym
155,156,Боксерский клуб «Ударник» СВАО,Северо-Восточный административный округ,Алексеевский район,"3-я Мытищинская улица, дом 16, строение 60",(495) 120-46-31,55.806998324,37.645712348,"зал спортивный №3, «Жёлтый»",07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,sport_gym
156,157,Спортивный комплекс «Мосфильмовский»,Западный административный округ,район Раменки,"Мосфильмовская улица, дом 41, корпус 2",(495) 681-01-48,55.710009622,37.510209064,"зал спортивный №1, «Универсальный»",08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,sport_gym
157,158,Фитнес-клуб «Голдс Джим Динамо»,Северный административный округ,район Беговой,"Ленинградский проспект, дом 31, строение 30",(495) 931-96-16,55.784036248,37.561993112,"зал спортивный №3, «сквош»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,09:00-22:00,09:00-22:00,sport_gym
158,159,Физкультурно-оздоровительный комплекс ЦСиО «Самбо-70» отделение «Севастопольский»,Юго-Западный административный округ,район Черёмушки,"Новочерёмушкинская улица, дом 64, корпус 4",(495) 331-39-00,55.664470613,37.558016924,зал спортивный большой,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,sport_gym
159,160,Спортивный зал центра спорта и творчества «Гармония»,Западный административный округ,Можайский район,"улица Толбухина, дом 5, корпус 3",(916) 687-49-82,55.719004869,37.399570002,зал спортивный,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,закрыто,закрыто,sport_gym
160,161,Клуб дзюдо «Мастер»,Западный административный округ,Можайский район,"улица Маршала Неделина, дом 34, корпус 1",(499) 391-58-33,55.725401424,37.420083817,зал спортивный,15:00-19:30,15:00-19:30,15:00-19:30,15:00-19:30,15:00-19:30,закрыто,закрыто,sport_gym
161,162,Центр единоборств «Победа»,Северо-Восточный административный округ,район Свиблово,"улица Седова, дом 12А",(495) 681-01-48,55.853444068,37.637399831,"зал спортивный №1, «№204 (единоборств, дзюдо)»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym
162,163,Физкультурно-оздоровительный комплекс «Ясногорский»,Юго-Западный административный округ,район Ясенево,"Ясногорская улица, дом 19",(495) 242-84-44,55.600629828,37.531952714,"зал спортивный №2, «Зал хореографии»",09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,sport_gym
163,164,РОО детско-юношеский спортивно-оздоровительный клуб «Лидер»,Западный административный округ,Можайский район,"улица Толбухина, дом 5, корпус 2",(495) 544-80-05,55.718637263,37.400422308,зал спортивный,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,закрыто,закрыто,sport_gym
164,165,Дворец единоборств «Рекорд»,Зеленоградский административный округ,район Крюково,"город Зеленоград, корпус 1447",(499) 717-41-65,55.984573415,37.153070917,зал спортивный №1,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30,08:00-22:30,08:00-15:00,sport_gym
165,166,Спортивно-досуговый центр «Юго-Запад»,Юго-Западный административный округ,район Котловка,"Нагорная улица, дом 29, корпус 2",(499) 121-04-84,55.673916512,37.599941069,зал спортивный,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym
166,167,Ледовый центр «Звезда»,Северо-Западный административный округ,район Южное Тушино,"Лодочная улица, дом 12",(495) 681-01-48,55.842615101,37.46402459,зал спортивный,07:00-00:30,07:00-00:30,07:00-00:30,07:00-00:30,07:00-00:30,06:45-00:30,06:45-00:30,sport_gym
167,168,Спортивный клуб «Дикая слива»,Северный административный округ,Войковский район,"Головинское шоссе, дом 8Б, строение 1",(495) 708-08-73,55.836956482,37.490181863,зал спортивный №2,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,закрыто,закрыто,sport_gym
168,169,Фитнес-клуб «Кроссфит Идол»,Северный административный округ,район Ховрино,"улица Лавочкина, дом 23, строение 1",(495) 120-08-04,55.864182,37.484972,зал спортивный,07:00-22:30,09:00-22:30,07:00-22:30,09:00-22:30,07:00-22:30,11:00-17:00,12:00-16:30,sport_gym
